linenumber,fec_committee_id,transaction_id,,,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,,date,amount,,purpose,memo_code,memo_text,cycle
"SB21B","C00762591","SB21B.6566","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211129","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6567","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211129","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6568","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211129","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6569","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211129","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6570","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211129","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6571","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211129","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6572","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211129","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6573","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211129","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6574","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211129","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6575","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211129","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6576","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211129","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6551","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211130","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6552","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211130","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6553","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211130","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6554","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211130","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6555","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211130","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6556","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211130","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6557","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211130","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6558","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211130","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6559","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211130","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6560","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211130","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6561","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211130","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6562","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211130","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6563","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211130","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6564","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211130","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6538","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211201","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6539","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211201","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6540","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211201","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6541","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211201","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6542","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211201","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6543","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211201","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6544","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211201","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6545","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211201","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6546","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211201","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6547","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211201","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6548","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211201","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6549","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211201","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6550","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211201","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6524","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211202","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6525","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211202","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6526","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211202","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6527","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211202","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6528","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211202","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6529","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211202","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6530","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211202","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6531","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211202","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6532","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211202","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6533","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211202","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6534","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211202","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6535","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211202","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6536","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211202","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6537","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211202","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6510","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211203","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6511","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211203","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6512","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211203","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6513","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211203","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6514","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211203","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6515","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211203","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6516","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211203","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6517","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211203","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6518","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211203","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6519","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211203","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6520","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211203","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6521","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211203","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6522","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211203","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6523","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211203","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6497","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211204","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6498","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211204","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6499","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211204","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6500","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211204","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
